Transaction_ID,Date,Month,Day_of_Week,Is_Weekend,Time_of_Order,Time_Slot,Weather,Temperature_°C,Academic_Period,Customer_Segment,Table_No,Order_Type,Item_Name,Category,Is_Vegetarian,Price_Tier,Base_Price_₹,Quantity_Units,Daily_Footfall_Customers,Revenue_₹,ABC_Class
1018,2024-05-01,May,Wednesday,No,16:06,Evening,Clear After Rain,31.2,Summer Vacation,Couple-Group,15,Dine-in,Mushroom Parma Omelette,Classic Eggs,No,Mid-range,279,1,65,279,A
1019,2024-05-01,May,Wednesday,No,16:06,Evening,Clear After Rain,31.2,Summer Vacation,Couple-Group,15,Dine-in,Iced Caramel Latte,Cold Brews,Yes,Mid-range,200,1,65,200,A
1020,2024-05-01,May,Wednesday,No,17:19,Evening,Clear After Rain,31.2,Summer Vacation,Family,19,Takeaway,Exotic Vegetable Omelette,Classic Eggs,Yes,Mid-range,239,1,65,239,A
1021,2024-05-01,May,Wednesday,No,17:36,Evening,Clear After Rain,31.2,Summer Vacation,Professional,17,Dine-in,Chicken Puff,Bakery,No,Budget,100,1,65,100,C
1022,2024-05-01,May,Wednesday,No,17:36,Evening,Clear After Rain,31.2,Summer Vacation,Professional,17,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,65,170,A
1023,2024-05-01,May,Wednesday,No,17:36,Evening,Clear After Rain,31.2,Summer Vacation,Professional,17,Dine-in,Fish Fillet Burger,Sandwiches Burgers Wraps,No,Mid-range,350,1,65,350,A
1024,2024-05-01,May,Wednesday,No,17:36,Evening,Clear After Rain,31.2,Summer Vacation,Professional,17,Dine-in,Exotic Vegetable Omelette,Classic Eggs,Yes,Mid-range,239,1,65,239,A
1025,2024-05-01,May,Wednesday,No,17:08,Evening,Clear After Rain,31.2,Summer Vacation,Couple-Group,3,Dine-in,Cappuccino,Hot Brews,Yes,Budget,160,2,65,320,A
1026,2024-05-01,May,Wednesday,No,17:08,Evening,Clear After Rain,31.2,Summer Vacation,Couple-Group,3,Dine-in,Grilled Chicken Burger,Sandwiches Burgers Wraps,No,Mid-range,220,1,65,220,A
1027,2024-05-01,May,Wednesday,No,21:17,Dinner,Clear After Rain,31.2,Summer Vacation,Couple-Group,4,Dine-in,Chicken Cream & Cheddar Soup,Soup,No,Mid-range,229,1,65,229,B
1028,2024-05-01,May,Wednesday,No,21:17,Dinner,Clear After Rain,31.2,Summer Vacation,Couple-Group,4,Dine-in,Bounty Hot Chocolate,Hot Chocolate,Yes,Budget,190,1,65,190,C
1029,2024-05-01,May,Wednesday,No,17:26,Evening,Clear After Rain,31.2,Summer Vacation,College,6,Dine-in,Marshmallow Hot Chocolate,Hot Chocolate,Yes,Mid-range,200,1,65,200,A
1030,2024-05-01,May,Wednesday,No,19:45,Dinner,Clear After Rain,31.2,Summer Vacation,Couple-Group,17,Dine-in,Cheese Lovers Pizza,Pizza,Yes,Premium,635,1,65,635,A
1031,2024-05-01,May,Wednesday,No,19:45,Dinner,Clear After Rain,31.2,Summer Vacation,Couple-Group,17,Dine-in,Oyster Chicken Dumplings,Steam Basket,No,Mid-range,389,1,65,389,C
1032,2024-05-01,May,Wednesday,No,19:50,Dinner,Clear After Rain,31.2,Summer Vacation,Professional,20,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,65,170,A
1033,2024-05-01,May,Wednesday,No,19:00,Dinner,Clear After Rain,31.2,Summer Vacation,Family,17,Dine-in,Masala Chai,Hot Beverages,Yes,Budget,120,1,65,120,A
1034,2024-05-01,May,Wednesday,No,19:00,Dinner,Clear After Rain,31.2,Summer Vacation,Family,17,Dine-in,Honey Ginger Lime Tea,Hot Beverages,Yes,Budget,170,1,65,170,A
1035,2024-05-01,May,Wednesday,No,19:00,Dinner,Clear After Rain,31.2,Summer Vacation,Family,17,Dine-in,Dark Hot Chocolate,Hot Chocolate,Yes,Budget,120,1,65,120,A
1036,2024-05-01,May,Wednesday,No,16:31,Evening,Clear After Rain,31.2,Summer Vacation,Professional,2,Dine-in,Mushroom Parma Omelette,Classic Eggs,No,Mid-range,279,2,65,558,A
1037,2024-05-01,May,Wednesday,No,16:31,Evening,Clear After Rain,31.2,Summer Vacation,Professional,2,Dine-in,Triple Decker Sandwich,Sandwiches Burgers Wraps,No,Mid-range,285,1,65,285,A
1038,2024-05-01,May,Wednesday,No,16:31,Evening,Clear After Rain,31.2,Summer Vacation,Professional,2,Dine-in,Pesto Omelette,Classic Eggs,No,Mid-range,285,1,65,285,A
1039,2024-05-01,May,Wednesday,No,16:31,Evening,Clear After Rain,31.2,Summer Vacation,Professional,2,Dine-in,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Yes,Budget,199,1,65,199,A
1040,2024-05-01,May,Wednesday,No,19:32,Dinner,Clear After Rain,31.2,Summer Vacation,Professional,5,Dine-in,Crispy Shitake Mushroom,Share-A-Plate,Yes,Premium,450,2,65,900,A
1041,2024-05-01,May,Wednesday,No,19:32,Dinner,Clear After Rain,31.2,Summer Vacation,Professional,5,Dine-in,Espresso,Hot Brews,Yes,Budget,110,1,65,110,A
1042,2024-05-01,May,Wednesday,No,19:54,Dinner,Clear After Rain,31.2,Summer Vacation,College,14,Takeaway,Honey Chili Lotus Stem,Share-A-Plate,Yes,Mid-range,220,1,65,220,A
1043,2024-05-01,May,Wednesday,No,19:54,Dinner,Clear After Rain,31.2,Summer Vacation,College,14,Takeaway,Cheese Lovers Pizza,Pizza,Yes,Premium,635,1,65,635,A
1044,2024-05-01,May,Wednesday,No,20:35,Dinner,Clear After Rain,31.2,Summer Vacation,Couple-Group,13,Dine-in,Pad Thai,Blended Full Meals,Yes,Mid-range,369,1,65,369,A
1045,2024-05-02,May,Thursday,No,11:05,Morning,Dry Day,35.5,Summer Vacation,College,5,Takeaway,Cheesy Potatoes,Wholesome Breakfast,Yes,Mid-range,215,1,49,215,C
1046,2024-05-02,May,Thursday,No,11:05,Morning,Dry Day,35.5,Summer Vacation,College,5,Takeaway,Classic Pancakes,Pancakes & Waffwich,Yes,Mid-range,250,1,49,250,A
1047,2024-05-02,May,Thursday,No,11:05,Morning,Dry Day,35.5,Summer Vacation,College,5,Takeaway,Chicken Puff,Bakery,No,Budget,100,1,49,100,C
1048,2024-05-02,May,Thursday,No,15:54,Evening,Dry Day,35.5,Summer Vacation,Professional,4,Dine-in,Mocha Frappe,Frappe,Yes,Budget,190,1,49,190,B
1049,2024-05-02,May,Thursday,No,15:54,Evening,Dry Day,35.5,Summer Vacation,Professional,4,Dine-in,Lotus Biscoff Shake,Premium Shakes,Yes,Mid-range,400,1,49,400,A
1050,2024-05-02,May,Thursday,No,15:54,Evening,Dry Day,35.5,Summer Vacation,Professional,4,Dine-in,Mushroom Parma Omelette,Classic Eggs,No,Mid-range,279,2,49,558,A
1051,2024-05-02,May,Thursday,No,08:15,Morning,Dry Day,35.5,Summer Vacation,Family,4,Dine-in,Ice-cream Waffwich,Pancakes & Waffwich,Yes,Mid-range,269,1,49,269,C
1052,2024-05-02,May,Thursday,No,08:15,Morning,Dry Day,35.5,Summer Vacation,Family,4,Dine-in,Chocolate Chip Cookie,Bakery,Yes,Budget,50,2,49,100,C
1053,2024-05-02,May,Thursday,No,13:47,Afternoon,Dry Day,35.5,Summer Vacation,College,7,Dine-in,Chicken And Cheese Balls,Share-A-Plate,No,Mid-range,375,1,49,375,A
1054,2024-05-02,May,Thursday,No,13:47,Afternoon,Dry Day,35.5,Summer Vacation,College,7,Dine-in,Bombay Masala Sandwich,Sandwiches Burgers Wraps,Yes,Budget,139,1,49,139,B
1055,2024-05-02,May,Thursday,No,14:56,Afternoon,Dry Day,35.5,Summer Vacation,College,15,Dine-in,Chicken And Cheese Balls,Share-A-Plate,No,Mid-range,375,1,49,375,A
1056,2024-05-02,May,Thursday,No,14:56,Afternoon,Dry Day,35.5,Summer Vacation,College,15,Dine-in,Brownie Blast Shake,Premium Shakes,Yes,Mid-range,260,1,49,260,A
1057,2024-05-02,May,Thursday,No,18:42,Evening,Dry Day,35.5,Summer Vacation,Professional,3,Dine-in,Chai,Hot Beverages,Yes,Budget,100,1,49,100,B
1058,2024-05-02,May,Thursday,No,18:42,Evening,Dry Day,35.5,Summer Vacation,Professional,3,Dine-in,Spiced Mocha Latte,Hot Brews,Yes,Budget,180,1,49,180,A
1059,2024-05-02,May,Thursday,No,08:42,Morning,Dry Day,35.5,Summer Vacation,College,2,Dine-in,Chai,Hot Beverages,Yes,Budget,100,2,49,200,B
1060,2024-05-02,May,Thursday,No,13:18,Afternoon,Dry Day,35.5,Summer Vacation,Professional,10,Dine-in,Iced Café Latte,Cold Brews,Yes,Budget,160,1,49,160,A
1061,2024-05-02,May,Thursday,No,13:18,Afternoon,Dry Day,35.5,Summer Vacation,Professional,10,Dine-in,Fresh Fruit Juice,Cold Beverages,Yes,Mid-range,200,1,49,200,B
1062,2024-05-02,May,Thursday,No,13:18,Afternoon,Dry Day,35.5,Summer Vacation,Professional,10,Dine-in,Mexican Vegetable Stew And Rice,Blended Full Meals,Yes,Mid-range,329,1,49,329,A
1063,2024-05-02,May,Thursday,No,16:45,Evening,Dry Day,35.5,Summer Vacation,Professional,7,Dine-in,Cappuccino,Hot Brews,Yes,Budget,160,1,49,160,A
1064,2024-05-02,May,Thursday,No,16:45,Evening,Dry Day,35.5,Summer Vacation,Professional,7,Dine-in,Pesto Omelette,Classic Eggs,No,Mid-range,285,1,49,285,A
1065,2024-05-02,May,Thursday,No,08:14,Morning,Dry Day,35.5,Summer Vacation,Couple-Group,11,Dine-in,Crème Chocolate Pancakes,Pancakes & Waffwich,Yes,Mid-range,275,1,49,275,B
1066,2024-05-02,May,Thursday,No,17:40,Evening,Dry Day,35.5,Summer Vacation,Professional,2,Dine-in,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Yes,Budget,199,1,49,199,A
1067,2024-05-02,May,Thursday,No,17:40,Evening,Dry Day,35.5,Summer Vacation,Professional,2,Dine-in,Affogato,Hot Brews,Yes,Budget,170,1,49,170,A
1068,2024-05-02,May,Thursday,No,19:30,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,13,Takeaway,Honey Chili Lotus Stem,Share-A-Plate,Yes,Mid-range,220,1,49,220,A
1069,2024-05-02,May,Thursday,No,19:30,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,13,Takeaway,Pesto Penne,Pasta,Yes,Mid-range,399,1,49,399,A
1070,2024-05-02,May,Thursday,No,19:30,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,13,Takeaway,Cajun Cottage Cheese Steak,Blended Full Meals,Yes,Mid-range,335,1,49,335,A
1071,2024-05-02,May,Thursday,No,10:24,Morning,Dry Day,35.5,Summer Vacation,College,19,Dine-in,Chocolate Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,2,49,570,A
1072,2024-05-02,May,Thursday,No,09:01,Morning,Dry Day,35.5,Summer Vacation,Family,11,Dine-in,Akuri On Toast,Classic Eggs,Yes,Budget,125,1,49,125,B
1073,2024-05-02,May,Thursday,No,20:20,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,15,Takeaway,Chef's Special Pot Rice,Blended Full Meals,No,Premium,499,2,49,998,A
1074,2024-05-02,May,Thursday,No,20:20,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,15,Takeaway,Tres Leches Cake,Dessert,Yes,Mid-range,215,1,49,215,A
1075,2024-05-02,May,Thursday,No,20:20,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,15,Takeaway,Minty Cookie Cappuccino,Hot Brews,Yes,Budget,190,1,49,190,A
1076,2024-05-02,May,Thursday,No,20:20,Dinner,Dry Day,35.5,Summer Vacation,Couple-Group,15,Takeaway,Thai Coconut Curry,Blended Full Meals,Yes,Mid-range,389,1,49,389,B
1077,2024-05-02,May,Thursday,No,08:54,Morning,Dry Day,35.5,Summer Vacation,Professional,18,Dine-in,Veg Puff,Bakery,Yes,Budget,55,1,49,55,C
1078,2024-05-02,May,Thursday,No,13:04,Afternoon,Dry Day,35.5,Summer Vacation,College,8,Dine-in,Spicy Guava Mocktail,Mocktails,Yes,Budget,180,1,49,180,B
1079,2024-05-02,May,Thursday,No,13:04,Afternoon,Dry Day,35.5,Summer Vacation,College,8,Dine-in,Paneer Puff,Bakery,Yes,Budget,85,1,49,85,C
1080,2024-05-02,May,Thursday,No,11:32,Afternoon,Dry Day,35.5,Summer Vacation,Couple-Group,17,Dine-in,Mushroom Cappuccino Soup,Soup,Yes,Budget,189,1,49,189,C
1081,2024-05-02,May,Thursday,No,11:32,Afternoon,Dry Day,35.5,Summer Vacation,Couple-Group,17,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,2,49,298,A
1082,2024-05-02,May,Thursday,No,08:29,Morning,Dry Day,35.5,Summer Vacation,Professional,9,Takeaway,WAO Juice (Watermelon Apple Orange),Cold Press Juices,Yes,Mid-range,270,1,49,270,B
1083,2024-05-02,May,Thursday,No,08:29,Morning,Dry Day,35.5,Summer Vacation,Professional,9,Takeaway,BGCLS Juice,Cold Press Juices,Yes,Mid-range,280,1,49,280,C
1084,2024-05-03,May,Friday,No,15:49,Evening,Dry Day,37.6,Summer Vacation,Professional,4,Takeaway,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,1,67,249,B
1085,2024-05-03,May,Friday,No,15:49,Evening,Dry Day,37.6,Summer Vacation,Professional,4,Takeaway,Eggs To Order Plain,Classic Eggs,Yes,Budget,135,1,67,135,B
1086,2024-05-03,May,Friday,No,10:21,Morning,Dry Day,37.6,Summer Vacation,Professional,19,Dine-in,Butter Croissant,Bakery,Yes,Budget,120,1,67,120,C
1087,2024-05-03,May,Friday,No,10:21,Morning,Dry Day,37.6,Summer Vacation,Professional,19,Dine-in,Chole Puri,Wholesome Breakfast,Yes,Budget,125,1,67,125,C
1088,2024-05-03,May,Friday,No,10:54,Morning,Dry Day,37.6,Summer Vacation,Professional,7,Dine-in,Green Tea,Hot Beverages,Yes,Budget,150,1,67,150,C
1089,2024-05-03,May,Friday,No,10:54,Morning,Dry Day,37.6,Summer Vacation,Professional,7,Dine-in,Mix Berry Smoothie Bowl,Wholesome Breakfast,Yes,Mid-range,380,1,67,380,A
1090,2024-05-03,May,Friday,No,16:30,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,5,Dine-in,Peach Iced Tea,Cold Beverages,Yes,Budget,140,2,67,280,C
1091,2024-05-03,May,Friday,No,16:30,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,5,Dine-in,Volcanic Potatoes,Share-A-Plate,Yes,Budget,199,2,67,398,A
1092,2024-05-03,May,Friday,No,16:30,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,5,Dine-in,Iced Café Latte,Cold Brews,Yes,Budget,160,2,67,320,A
1093,2024-05-03,May,Friday,No,16:30,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,5,Dine-in,Jalapeno Cheese Corn Balls,Share-A-Plate,Yes,Mid-range,240,1,67,240,A
1094,2024-05-03,May,Friday,No,20:03,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,14,Dine-in,Chicken Cream & Cheddar Soup,Soup,No,Mid-range,229,1,67,229,B
1095,2024-05-03,May,Friday,No,10:00,Morning,Dry Day,37.6,Summer Vacation,Professional,2,Dine-in,Fresh Fruit Tart,Dessert,Yes,Mid-range,225,2,67,450,B
1096,2024-05-03,May,Friday,No,10:00,Morning,Dry Day,37.6,Summer Vacation,Professional,2,Dine-in,Classic Waffle,Pancakes & Waffwich,Yes,Mid-range,279,1,67,279,B
1097,2024-05-03,May,Friday,No,11:36,Afternoon,Dry Day,37.6,Summer Vacation,College,8,Dine-in,Chicken Puff,Bakery,No,Budget,100,1,67,100,C
1098,2024-05-03,May,Friday,No,12:59,Afternoon,Dry Day,37.6,Summer Vacation,College,9,Dine-in,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Yes,Budget,199,1,67,199,A
1099,2024-05-03,May,Friday,No,15:59,Evening,Dry Day,37.6,Summer Vacation,College,1,Dine-in,Filled Coffee Donut,Bakery,Yes,Budget,95,1,67,95,C
1100,2024-05-03,May,Friday,No,15:59,Evening,Dry Day,37.6,Summer Vacation,College,1,Dine-in,Californian Fries,Share-A-Plate,Yes,Mid-range,215,1,67,215,A
1101,2024-05-03,May,Friday,No,14:02,Afternoon,Dry Day,37.6,Summer Vacation,College,4,Dine-in,Virgin Mojito,Mocktails,Yes,Budget,140,1,67,140,A
1102,2024-05-03,May,Friday,No,14:02,Afternoon,Dry Day,37.6,Summer Vacation,College,4,Dine-in,Loaded Nachos,Share-A-Plate,Yes,Mid-range,210,1,67,210,A
1103,2024-05-03,May,Friday,No,17:08,Evening,Dry Day,37.6,Summer Vacation,College,4,Takeaway,Espresso,Hot Brews,Yes,Budget,110,1,67,110,A
1104,2024-05-03,May,Friday,No,17:08,Evening,Dry Day,37.6,Summer Vacation,College,4,Takeaway,Oreo Shake,Premium Shakes,Yes,Mid-range,240,1,67,240,A
1105,2024-05-03,May,Friday,No,17:08,Evening,Dry Day,37.6,Summer Vacation,College,4,Takeaway,Espresso Frappe,Frappe,Yes,Budget,180,1,67,180,B
1106,2024-05-03,May,Friday,No,17:03,Evening,Dry Day,37.6,Summer Vacation,College,7,Dine-in,Kiwi Mojito,Mocktails,Yes,Budget,140,2,67,280,C
1107,2024-05-03,May,Friday,No,14:19,Afternoon,Dry Day,37.6,Summer Vacation,Couple-Group,11,Dine-in,Spicy Chicken Salad,Salad Bowls,No,Mid-range,255,1,67,255,A
1108,2024-05-03,May,Friday,No,14:19,Afternoon,Dry Day,37.6,Summer Vacation,Couple-Group,11,Dine-in,Grilled Chicken Burger,Sandwiches Burgers Wraps,No,Mid-range,220,1,67,220,A
1109,2024-05-03,May,Friday,No,12:53,Afternoon,Dry Day,37.6,Summer Vacation,Couple-Group,14,Dine-in,Iced Café Latte,Cold Brews,Yes,Budget,160,1,67,160,A
1110,2024-05-03,May,Friday,No,12:53,Afternoon,Dry Day,37.6,Summer Vacation,Couple-Group,14,Dine-in,Classic BLT,Sandwiches Burgers Wraps,No,Mid-range,249,1,67,249,B
1111,2024-05-03,May,Friday,No,18:23,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,13,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,1,67,149,A
1112,2024-05-03,May,Friday,No,18:23,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,13,Dine-in,Hazelnut Frappe,Frappe,Yes,Budget,190,1,67,190,B
1113,2024-05-03,May,Friday,No,16:47,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,1,Dine-in,Hazelnut Hot Chocolate,Hot Chocolate,Yes,Budget,160,1,67,160,A
1114,2024-05-03,May,Friday,No,17:29,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,11,Dine-in,Virgin Pina Colada,Mocktails,Yes,Mid-range,200,1,67,200,A
1115,2024-05-03,May,Friday,No,17:29,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,11,Dine-in,Fish Fillet Burger,Sandwiches Burgers Wraps,No,Mid-range,350,1,67,350,A
1116,2024-05-03,May,Friday,No,20:12,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,3,Dine-in,Caesar Salad,Salad Bowls,Yes,Budget,189,1,67,189,B
1117,2024-05-03,May,Friday,No,20:12,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,3,Dine-in,Ferrero Rocher Shake,Premium Shakes,Yes,Mid-range,350,1,67,350,A
1118,2024-05-03,May,Friday,No,19:57,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,10,Dine-in,Honey Chili Lotus Stem,Share-A-Plate,Yes,Mid-range,220,1,67,220,A
1119,2024-05-03,May,Friday,No,19:57,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,10,Dine-in,Set Cheesecake,Dessert,Yes,Mid-range,315,1,67,315,C
1120,2024-05-03,May,Friday,No,19:57,Dinner,Dry Day,37.6,Summer Vacation,Couple-Group,10,Dine-in,Chef's Special Pot Rice,Blended Full Meals,No,Premium,499,2,67,998,A
1121,2024-05-03,May,Friday,No,17:26,Evening,Dry Day,37.6,Summer Vacation,Family,3,Dine-in,Virgin Mojito,Mocktails,Yes,Budget,140,1,67,140,A
1122,2024-05-03,May,Friday,No,17:26,Evening,Dry Day,37.6,Summer Vacation,Family,3,Dine-in,Salted Fries,Share-A-Plate,Yes,Budget,149,1,67,149,A
1123,2024-05-03,May,Friday,No,20:42,Dinner,Dry Day,37.6,Summer Vacation,Professional,16,Dine-in,Affogato,Hot Brews,Yes,Budget,170,1,67,170,A
1124,2024-05-03,May,Friday,No,09:48,Morning,Dry Day,37.6,Summer Vacation,Couple-Group,4,Dine-in,Cappuccino,Hot Brews,Yes,Budget,160,2,67,320,A
1125,2024-05-03,May,Friday,No,09:48,Morning,Dry Day,37.6,Summer Vacation,Couple-Group,4,Dine-in,Classic Eggs Benedict,Wholesome Breakfast,No,Mid-range,280,1,67,280,B
1126,2024-05-03,May,Friday,No,09:48,Morning,Dry Day,37.6,Summer Vacation,Couple-Group,4,Dine-in,Salted Caramel Mocha,Hot Brews,Yes,Mid-range,200,1,67,200,A
1127,2024-05-03,May,Friday,No,17:26,Evening,Dry Day,37.6,Summer Vacation,Professional,4,Dine-in,Chai,Hot Beverages,Yes,Budget,100,1,67,100,B
1128,2024-05-03,May,Friday,No,17:26,Evening,Dry Day,37.6,Summer Vacation,Professional,4,Dine-in,Virgin Pina Colada,Mocktails,Yes,Mid-range,200,1,67,200,A
1129,2024-05-03,May,Friday,No,17:26,Evening,Dry Day,37.6,Summer Vacation,Professional,4,Dine-in,Iced Caramel Latte,Cold Brews,Yes,Mid-range,200,1,67,200,A
1130,2024-05-03,May,Friday,No,14:06,Afternoon,Dry Day,37.6,Summer Vacation,Family,15,Dine-in,Tomato & Bell Pepper Soup,Soup,Yes,Budget,149,2,67,298,A
1131,2024-05-03,May,Friday,No,16:10,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,15,Dine-in,Iced Caramel Latte,Cold Brews,Yes,Mid-range,200,1,67,200,A
1132,2024-05-03,May,Friday,No,16:10,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,15,Dine-in,Chocolate Waffwich,Pancakes & Waffwich,Yes,Mid-range,285,1,67,285,A
1133,2024-05-03,May,Friday,No,16:10,Evening,Dry Day,37.6,Summer Vacation,Couple-Group,15,Dine-in,Mexican Panini,Sandwiches Burgers Wraps,Yes,Budget,169,1,67,169,A
1134,2024-05-04,May,Saturday,Yes,09:24,Morning,Light Drizzle,29.4,Summer Vacation,Couple-Group,14,Dine-in,Espresso,Hot Brews,Yes,Budget,110,1,105,110,A
1135,2024-05-04,May,Saturday,Yes,14:47,Afternoon,Light Drizzle,29.4,Summer Vacation,Couple-Group,13,Dine-in,Tres Leches Cake,Dessert,Yes,Mid-range,215,1,105,215,A
1136,2024-05-04,May,Saturday,Yes,14:47,Afternoon,Light Drizzle,29.4,Summer Vacation,Couple-Group,13,Dine-in,Caesar Salad,Salad Bowls,Yes,Budget,189,2,105,378,B
1137,2024-05-04,May,Saturday,Yes,21:02,Dinner,Light Drizzle,29.4,Summer Vacation,College,13,Dine-in,Tempura Vegetables,Share-A-Plate,Yes,Budget,155,1,105,155,C
1138,2024-05-04,May,Saturday,Yes,21:02,Dinner,Light Drizzle,29.4,Summer Vacation,College,13,Dine-in,Jalapeno Cheese Corn Balls,Share-A-Plate,Yes,Mid-range,240,1,105,240,A
1139,2024-05-04,May,Saturday,Yes,21:02,Dinner,Light Drizzle,29.4,Summer Vacation,College,13,Dine-in,Pad Thai,Blended Full Meals,Yes,Mid-range,369,2,105,738,A
1140,2024-05-04,May,Saturday,Yes,18:04,Evening,Light Drizzle,29.4,Summer Vacation,College,18,Takeaway,Chai,Hot Beverages,Yes,Budget,100,1,105,100,B
1141,2024-05-04,May,Saturday,Yes,18:04,Evening,Light Drizzle,29.4,Summer Vacation,College,18,Takeaway,Marshmallow Hot Chocolate,Hot Chocolate,Yes,Mid-range,200,1,105,200,A
