Month_encoded,Day_of_Week_encoded,Is_Weekend_encoded,Order_Minute,Academic_Period_encoded,Slot_Morning,Slot_Afternoon,Slot_Evening,Slot_Dinner,Weather_Dry_Day,Weather_Light_Drizzle,Weather_Heavy_Rain,Weather_Clear_After_Rain,Temperature_°C,Daily_Footfall_Customers,Seg_College,Seg_Professional,Seg_Couple_Group,Seg_Family,Category_encoded,Price_Tier_encoded,Base_Price_₹,Is_Vegetarian_encoded,Elasticity_Coefficient,Pricing_Segment_encoded,Quantity_Units
0,2,0,1093,0,0,0,1,0,0,0,0,1,31.2,65,1,0,0,0,20,1,210,1,1.1905,1,1
0,2,0,1198,0,0,0,0,1,0,0,0,1,31.2,65,0,0,0,1,6,1,200,1,6.6667,0,2
0,2,0,1198,0,0,0,0,1,0,0,0,1,31.2,65,0,0,0,1,13,0,140,1,5.4167,0,1
0,2,0,663,0,1,0,0,0,0,0,0,1,31.2,65,0,1,0,0,6,1,225,1,60.0,2,1
0,2,0,966,0,0,0,1,0,0,0,0,1,31.2,65,0,0,1,0,2,1,279,0,100.0,0,1
0,2,0,966,0,0,0,1,0,0,0,0,1,31.2,65,0,0,1,0,4,1,200,1,120.0,0,1
0,2,0,1039,0,0,0,1,0,0,0,0,1,31.2,65,0,0,0,1,2,1,239,1,5.0,0,1
0,2,0,1056,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,0,0,100,0,6.6667,2,1
0,2,0,1056,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,9,0,170,1,4.2857,0,1
0,2,0,1056,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,19,1,350,0,13.3333,0,1
0,2,0,1056,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,2,1,239,1,5.0,0,1
0,2,0,1028,0,0,0,1,0,0,0,0,1,31.2,65,0,0,1,0,10,0,160,1,0.3333,1,2
0,2,0,1028,0,0,0,1,0,0,0,0,1,31.2,65,0,0,1,0,19,1,220,0,21.6667,0,1
0,2,0,1277,0,0,0,0,1,0,0,0,1,31.2,65,0,0,1,0,21,1,229,0,4.4444,2,1
0,2,0,1277,0,0,0,0,1,0,0,0,1,31.2,65,0,0,1,0,11,0,190,1,2.5,2,1
0,2,0,1046,0,0,0,1,0,0,0,0,1,31.2,65,1,0,0,0,11,1,200,1,3.0303,0,1
0,2,0,1185,0,0,0,0,1,0,0,0,1,31.2,65,0,0,1,0,16,2,635,1,13.3333,0,1
0,2,0,1185,0,0,0,0,1,0,0,0,1,31.2,65,0,0,1,0,22,1,389,0,3.3333,2,1
0,2,0,1190,0,0,0,0,1,0,0,0,1,31.2,65,0,1,0,0,9,0,170,1,4.2857,0,1
0,2,0,1140,0,0,0,0,1,0,0,0,1,31.2,65,0,0,0,1,9,0,120,1,1.875,1,1
0,2,0,1140,0,0,0,0,1,0,0,0,1,31.2,65,0,0,0,1,9,0,170,1,4.2857,0,1
0,2,0,1140,0,0,0,0,1,0,0,0,1,31.2,65,0,0,0,1,11,0,120,1,2.5926,0,1
0,2,0,991,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,2,1,279,0,100.0,0,2
0,2,0,991,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,19,1,285,0,8.8889,0,1
0,2,0,991,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,2,1,285,0,4.0,0,1
0,2,0,991,0,0,0,1,0,0,0,0,1,31.2,65,0,1,0,0,19,0,199,1,10.0,0,1
0,2,0,1172,0,0,0,0,1,0,0,0,1,31.2,65,0,1,0,0,20,2,450,1,3.3333,0,2
0,2,0,1172,0,0,0,0,1,0,0,0,1,31.2,65,0,1,0,0,10,0,110,1,1.0256,1,1
0,2,0,1194,0,0,0,0,1,0,0,0,1,31.2,65,1,0,0,0,20,1,220,1,1.1111,1,1
0,2,0,1194,0,0,0,0,1,0,0,0,1,31.2,65,1,0,0,0,16,2,635,1,13.3333,0,1
0,2,0,1235,0,0,0,0,1,0,0,0,1,31.2,65,0,0,1,0,1,1,369,1,1.1111,1,1
0,3,0,665,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,23,1,215,1,6.6667,2,1
0,3,0,665,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,14,1,250,1,13.3333,0,1
0,3,0,665,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,0,0,100,0,6.6667,2,1
0,3,0,954,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,8,0,190,1,40.0,2,1
0,3,0,954,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,17,1,400,1,8.3333,0,1
0,3,0,954,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,2,1,279,0,100.0,0,2
0,3,0,495,0,1,0,0,0,1,0,0,0,35.5,49,0,0,0,1,14,1,269,1,1.6667,3,1
0,3,0,495,0,1,0,0,0,1,0,0,0,35.5,49,0,0,0,1,0,0,50,1,11.6667,2,2
0,3,0,827,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,20,1,375,0,13.3333,0,1
0,3,0,827,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,19,0,139,1,80.0,2,1
0,3,0,896,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,20,1,375,0,13.3333,0,1
0,3,0,896,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,17,1,260,1,5.5556,0,1
0,3,0,1122,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,9,0,100,1,7.2222,2,1
0,3,0,1122,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,10,0,180,1,0.0,1,1
0,3,0,522,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,9,0,100,1,7.2222,2,2
0,3,0,798,0,0,1,0,0,1,0,0,0,35.5,49,0,1,0,0,4,0,160,1,86.6667,0,1
0,3,0,798,0,0,1,0,0,1,0,0,0,35.5,49,0,1,0,0,3,1,200,1,8.3333,2,1
0,3,0,798,0,0,1,0,0,1,0,0,0,35.5,49,0,1,0,0,1,1,329,1,3.3333,0,1
0,3,0,1005,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,10,0,160,1,0.3333,1,1
0,3,0,1005,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,2,1,285,0,4.0,0,1
0,3,0,494,0,1,0,0,0,1,0,0,0,35.5,49,0,0,1,0,14,1,275,1,1.6667,3,1
0,3,0,1060,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,19,0,199,1,10.0,0,1
0,3,0,1060,0,0,0,1,0,1,0,0,0,35.5,49,0,1,0,0,10,0,170,1,3.3333,0,1
0,3,0,1170,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,20,1,220,1,1.1111,1,1
0,3,0,1170,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,15,1,399,1,73.3333,0,1
0,3,0,1170,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,1,335,1,1.1111,1,1
0,3,0,624,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,14,1,285,1,28.3333,0,2
0,3,0,541,0,1,0,0,0,1,0,0,0,35.5,49,0,0,0,1,2,0,125,1,0.4762,3,1
0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,2,499,0,13.3333,0,2
0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,6,1,215,1,1.6667,1,1
0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,10,0,190,1,6.6667,0,1
0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,1,389,1,26.6667,2,1
0,3,0,534,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,0,0,55,1,1.4286,3,1
0,3,0,784,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,13,0,180,1,2.2222,2,1
0,3,0,784,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,0,0,85,1,2.0,2,1
0,3,0,692,0,0,1,0,0,1,0,0,0,35.5,49,0,0,1,0,21,0,189,1,2.2222,2,1
0,3,0,692,0,0,1,0,0,1,0,0,0,35.5,49,0,0,1,0,20,0,149,1,4.4444,0,2
0,3,0,509,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,5,1,270,1,60.0,2,1
0,3,0,509,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,5,1,280,1,33.3333,2,1
0,4,0,949,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,19,1,249,0,46.6667,2,1
0,4,0,949,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,2,0,135,1,5.5556,2,1
0,4,0,621,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,0,0,120,1,6.6667,2,1
0,4,0,621,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,23,0,125,1,16.6667,2,1
0,4,0,654,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,9,0,150,1,0.0,3,1
0,4,0,654,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,23,1,380,1,16.6667,0,1
0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,3,0,140,1,60.0,2,2
0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,0,199,1,1.3333,1,2
0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,4,0,160,1,86.6667,0,2
0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,1,240,1,2.381,0,1
0,4,0,1203,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,21,1,229,0,4.4444,2,1
0,4,0,600,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,6,1,225,1,60.0,2,2
0,4,0,600,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,14,1,279,1,3.3333,2,1
0,4,0,696,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,0,0,100,0,6.6667,2,1
0,4,0,779,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,19,0,199,1,10.0,0,1
0,4,0,959,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,0,0,95,1,1.6667,3,1
0,4,0,959,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,20,1,215,1,10.0,0,1
0,4,0,842,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,13,0,140,1,5.4167,0,1
0,4,0,842,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,20,1,210,1,1.1905,1,1
0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,10,0,110,1,1.0256,1,1
0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,17,1,240,1,8.3333,0,1
0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,8,0,180,1,4.4444,2,1
0,4,0,1023,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,13,0,140,1,15.0,2,2
0,4,0,859,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,18,1,255,0,73.3333,0,1
0,4,0,859,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,19,1,220,0,21.6667,0,1
0,4,0,773,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,4,0,160,1,86.6667,0,1
0,4,0,773,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,19,1,249,0,46.6667,2,1
0,4,0,1103,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,0,149,1,4.4444,0,1
0,4,0,1103,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,8,0,190,1,5.5556,2,1
0,4,0,1007,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,11,0,160,1,1.7949,1,1
0,4,0,1049,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,13,1,200,1,1.6667,1,1
0,4,0,1049,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,19,1,350,0,13.3333,0,1
0,4,0,1212,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,18,0,189,1,13.3333,2,1
0,4,0,1212,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,17,1,350,1,46.6667,0,1
0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,20,1,220,1,1.1111,1,1
0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,6,1,315,1,6.6667,2,1
0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,1,2,499,0,13.3333,0,2
0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,0,0,1,13,0,140,1,5.4167,0,1
0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,0,0,1,20,0,149,1,4.4444,0,1
0,4,0,1242,0,0,0,0,1,1,0,0,0,37.6,67,0,1,0,0,10,0,170,1,3.3333,0,1
0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,10,0,160,1,0.3333,1,2
0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,23,1,280,0,13.3333,2,1
0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,10,1,200,1,10.0,0,1
0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,9,0,100,1,7.2222,2,1
0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,13,1,200,1,1.6667,1,1
0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,4,1,200,1,120.0,0,1
0,4,0,846,0,0,1,0,0,1,0,0,0,37.6,67,0,0,0,1,21,0,149,1,0.6061,1,2
0,4,0,970,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,4,1,200,1,120.0,0,1
0,4,0,970,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,14,1,285,1,28.3333,0,1
0,4,0,970,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,19,0,169,1,0.6061,1,1
0,5,1,564,0,1,0,0,0,0,1,0,0,29.4,105,0,0,1,0,10,0,110,1,1.0256,1,1
0,5,1,887,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,6,1,215,1,1.6667,1,1
0,5,1,887,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,18,0,189,1,13.3333,2,2
0,5,1,1262,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,20,0,155,1,0.0,3,1
0,5,1,1262,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,20,1,240,1,2.381,0,1
0,5,1,1262,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,1,1,369,1,1.1111,1,2
0,5,1,1084,0,0,0,1,0,0,1,0,0,29.4,105,1,0,0,0,9,0,100,1,7.2222,2,1
0,5,1,1084,0,0,0,1,0,0,1,0,0,29.4,105,1,0,0,0,11,1,200,1,3.0303,0,1
0,5,1,1016,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,19,0,169,1,0.6061,1,1
0,5,1,1016,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,6,1,200,1,6.6667,0,1
0,5,1,1066,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,20,1,215,1,10.0,0,1
0,5,1,951,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,6,1,300,1,2.2222,0,1
0,5,1,951,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,9,0,120,1,1.875,1,1
0,5,1,951,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,4,0,190,1,6.6667,2,1
0,5,1,951,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,9,0,150,1,0.0,3,1
0,5,1,776,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,6,1,300,1,2.2222,0,1
0,5,1,776,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,15,1,369,1,20.0,0,1
0,5,1,1050,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,11,0,190,1,2.5,2,1
0,5,1,889,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,19,1,285,0,8.8889,0,1
0,5,1,485,0,1,0,0,0,0,1,0,0,29.4,105,0,0,0,1,2,0,145,1,4.4444,2,1
0,5,1,485,0,1,0,0,0,0,1,0,0,29.4,105,0,0,0,1,0,0,110,1,0.0,3,1
0,5,1,599,0,1,0,0,0,0,1,0,0,29.4,105,0,1,0,0,0,0,35,1,1.6667,3,1
0,5,1,599,0,1,0,0,0,0,1,0,0,29.4,105,0,1,0,0,23,1,380,1,16.6667,0,1
0,5,1,599,0,1,0,0,0,0,1,0,0,29.4,105,0,1,0,0,14,1,250,1,13.3333,0,1
0,5,1,599,0,1,0,0,0,0,1,0,0,29.4,105,0,1,0,0,23,1,210,0,3.3333,2,1
0,5,1,559,0,1,0,0,0,0,1,0,0,29.4,105,1,0,0,0,0,0,110,1,0.0,3,1
0,5,1,559,0,1,0,0,0,0,1,0,0,29.4,105,1,0,0,0,0,0,50,1,11.6667,2,1
0,5,1,559,0,1,0,0,0,0,1,0,0,29.4,105,1,0,0,0,23,0,160,1,13.3333,2,1
0,5,1,559,0,1,0,0,0,0,1,0,0,29.4,105,1,0,0,0,19,0,139,1,80.0,2,2
0,5,1,949,0,0,0,1,0,0,1,0,0,29.4,105,0,0,0,1,11,0,120,1,2.5926,0,2
0,5,1,949,0,0,0,1,0,0,1,0,0,29.4,105,0,0,0,1,19,0,189,1,1.1111,3,1
0,5,1,949,0,0,0,1,0,0,1,0,0,29.4,105,0,0,0,1,13,0,160,1,4.4444,2,1
0,5,1,896,0,0,1,0,0,0,1,0,0,29.4,105,0,1,0,0,4,0,170,1,26.6667,2,2
0,5,1,896,0,0,1,0,0,0,1,0,0,29.4,105,0,1,0,0,1,1,329,1,3.3333,0,1
0,5,1,896,0,0,1,0,0,0,1,0,0,29.4,105,0,1,0,0,19,1,350,0,13.3333,0,1
0,5,1,896,0,0,1,0,0,0,1,0,0,29.4,105,0,1,0,0,10,0,170,1,3.3333,0,1
0,5,1,855,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,19,1,255,1,2.0,0,2
0,5,1,855,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,6,1,285,1,20.0,0,2
0,5,1,855,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,0,0,55,1,1.4286,3,1
0,5,1,855,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,17,1,260,1,10.0,2,2
0,5,1,1251,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,1,1,255,0,0.9524,1,1
0,5,1,1251,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,20,1,359,0,0.0,3,1
0,5,1,1259,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,10,0,190,1,6.6667,0,1
0,5,1,902,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,17,1,260,1,5.5556,0,1
0,5,1,902,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,13,0,140,1,66.6667,2,1
0,5,1,902,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,15,1,399,1,73.3333,0,1
0,5,1,1016,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,9,0,150,1,0.0,3,2
0,5,1,1016,0,0,0,1,0,0,1,0,0,29.4,105,0,1,0,0,4,1,200,1,120.0,0,1
0,5,1,777,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,4,0,190,1,6.6667,2,1
0,5,1,777,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,13,0,140,1,5.4167,0,2
0,5,1,777,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,20,1,210,1,1.1905,1,1
0,5,1,991,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,19,0,169,1,0.6061,1,1
0,5,1,991,0,0,0,1,0,0,1,0,0,29.4,105,0,0,1,0,4,1,200,1,26.6667,2,1
0,5,1,1254,0,0,0,0,1,0,1,0,0,29.4,105,1,0,0,0,16,2,449,1,3.3333,0,1
0,5,1,768,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,20,0,149,1,4.4444,0,1
0,5,1,768,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,6,1,280,1,1.1111,1,1
0,5,1,774,0,0,1,0,0,0,1,0,0,29.4,105,0,0,1,0,19,0,169,1,0.6061,1,1
0,5,1,720,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,20,1,230,1,2.0,0,1
0,5,1,720,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,19,1,250,0,0.0,1,1
0,5,1,720,0,0,1,0,0,0,1,0,0,29.4,105,1,0,0,0,6,1,200,1,6.6667,0,2
0,5,1,1195,0,0,0,0,1,0,1,0,0,29.4,105,0,0,1,0,20,1,255,1,3.3333,2,1
0,5,1,1195,0,0,0,0,1,0,1,0,0,29.4,105,0,0,1,0,6,1,215,1,1.6667,1,1
0,5,1,1195,0,0,0,0,1,0,1,0,0,29.4,105,0,0,1,0,12,1,359,0,2.9167,0,1
0,6,1,600,0,1,0,0,0,0,1,0,0,29.4,75,0,1,0,0,4,0,150,1,180.0,0,1
0,6,1,600,0,1,0,0,0,0,1,0,0,29.4,75,0,1,0,0,9,0,90,1,1.6667,3,2
0,6,1,900,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,16,1,299,1,0.5556,1,1
0,6,1,900,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,20,0,199,1,1.3333,1,1
0,6,1,900,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,4,0,190,1,6.6667,2,1
0,6,1,900,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,20,1,289,1,1.3333,1,1
0,6,1,993,0,0,0,1,0,0,1,0,0,29.4,75,1,0,0,0,19,0,169,1,0.6061,1,1
0,6,1,993,0,0,0,1,0,0,1,0,0,29.4,75,1,0,0,0,2,0,135,1,5.5556,2,1
0,6,1,1237,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,10,0,180,1,0.0,1,1
0,6,1,1237,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,1,2,589,0,33.3333,0,2
0,6,1,1237,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,15,1,335,1,1.1111,1,2
0,6,1,1237,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,18,1,255,0,73.3333,0,1
0,6,1,1165,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,20,2,450,1,3.3333,0,1
0,6,1,730,0,0,1,0,0,0,1,0,0,29.4,75,1,0,0,0,17,1,240,1,8.3333,0,1
0,6,1,730,0,0,1,0,0,0,1,0,0,29.4,75,1,0,0,0,8,0,180,1,4.4444,2,1
0,6,1,1050,0,0,0,1,0,0,1,0,0,29.4,75,1,0,0,0,0,0,85,1,2.0,2,1
0,6,1,1158,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,22,1,249,1,6.6667,0,2
0,6,1,1158,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,6,1,200,1,6.6667,0,1
0,6,1,1158,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,15,1,369,1,20.0,0,1
0,6,1,1169,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,20,1,339,0,6.6667,0,1
0,6,1,705,0,0,1,0,0,0,1,0,0,29.4,75,1,0,0,0,19,1,285,0,8.8889,0,1
0,6,1,705,0,0,1,0,0,0,1,0,0,29.4,75,1,0,0,0,19,0,189,1,1.1111,3,1
0,6,1,705,0,0,1,0,0,0,1,0,0,29.4,75,1,0,0,0,19,0,120,1,1.0256,1,1
0,6,1,809,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,17,1,260,1,10.0,2,1
0,6,1,816,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,15,1,335,1,1.1111,1,1
0,6,1,816,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,21,0,179,1,3.3333,2,2
0,6,1,816,0,0,1,0,0,0,1,0,0,29.4,75,0,0,1,0,15,1,369,1,20.0,0,1
0,6,1,1163,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,18,1,255,0,73.3333,0,1
0,6,1,1163,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,15,1,399,1,73.3333,0,2
0,6,1,1287,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,6,1,200,1,6.6667,0,1
0,6,1,1287,0,0,0,0,1,0,1,0,0,29.4,75,0,0,1,0,6,1,300,1,2.2222,0,1
0,6,1,1186,0,0,0,0,1,0,1,0,0,29.4,75,1,0,0,0,15,1,329,1,0.8333,1,1
0,6,1,1019,0,0,0,1,0,0,1,0,0,29.4,75,0,0,1,0,10,0,190,1,6.6667,0,1
0,6,1,1019,0,0,0,1,0,0,1,0,0,29.4,75,0,0,1,0,13,0,140,1,5.4167,0,1
0,6,1,657,0,1,0,0,0,0,1,0,0,29.4,75,0,0,1,0,2,1,285,0,4.0,0,1
0,6,1,657,0,1,0,0,0,0,1,0,0,29.4,75,0,0,1,0,14,1,285,1,28.3333,0,1
0,6,1,1256,0,0,0,0,1,0,1,0,0,29.4,75,1,0,0,0,21,0,149,1,0.6061,1,1
0,6,1,1256,0,0,0,0,1,0,1,0,0,29.4,75,1,0,0,0,22,1,375,0,2.5,0,1
0,6,1,1140,0,0,0,0,1,0,1,0,0,29.4,75,1,0,0,0,22,1,375,0,2.5,0,1
