Transaction_ID,Date,Item_Name,Category,Price_Tier,ABC_Class,Segment,Month_encoded,Day_of_Week_encoded,Is_Weekend_encoded,Order_Minute,Academic_Period_encoded,Slot_Morning,Slot_Afternoon,Slot_Evening,Slot_Dinner,Weather_Dry_Day,Weather_Light_Drizzle,Weather_Heavy_Rain,Weather_Clear_After_Rain,Temperature_°C,Daily_Footfall_Customers,Seg_College,Seg_Professional,Seg_Couple_Group,Seg_Family,Category_encoded,Price_Tier_encoded,Base_Price_₹,Is_Vegetarian_encoded,Elasticity_Coefficient,Pricing_Segment_encoded,Quantity_Units,Split
1070,2024-05-02,Cajun Cottage Cheese Steak,Blended Full Meals,Mid-range,A,Premium Lock,0,3,0,1170,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,1,335,1,1.1111,1,1,train
1071,2024-05-02,Chocolate Waffwich,Pancakes & Waffwich,Mid-range,A,Dynamic Pricing Target,0,3,0,624,0,1,0,0,0,1,0,0,0,35.5,49,1,0,0,0,14,1,285,1,28.3333,0,2,train
1072,2024-05-02,Akuri On Toast,Classic Eggs,Budget,B,Review Item,0,3,0,541,0,1,0,0,0,1,0,0,0,35.5,49,0,0,0,1,2,0,125,1,0.4762,3,1,train
1073,2024-05-02,Chef's Special Pot Rice,Blended Full Meals,Premium,A,Dynamic Pricing Target,0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,2,499,0,13.3333,0,2,train
1074,2024-05-02,Tres Leches Cake,Dessert,Mid-range,A,Premium Lock,0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,6,1,215,1,1.6667,1,1,train
1075,2024-05-02,Minty Cookie Cappuccino,Hot Brews,Budget,A,Dynamic Pricing Target,0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,10,0,190,1,6.6667,0,1,train
1076,2024-05-02,Thai Coconut Curry,Blended Full Meals,Mid-range,B,Promotional Item,0,3,0,1220,0,0,0,0,1,1,0,0,0,35.5,49,0,0,1,0,1,1,389,1,26.6667,2,1,train
1077,2024-05-02,Veg Puff,Bakery,Budget,C,Review Item,0,3,0,534,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,0,0,55,1,1.4286,3,1,train
1078,2024-05-02,Spicy Guava Mocktail,Mocktails,Budget,B,Promotional Item,0,3,0,784,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,13,0,180,1,2.2222,2,1,train
1079,2024-05-02,Paneer Puff,Bakery,Budget,C,Promotional Item,0,3,0,784,0,0,1,0,0,1,0,0,0,35.5,49,1,0,0,0,0,0,85,1,2.0,2,1,train
1080,2024-05-02,Mushroom Cappuccino Soup,Soup,Budget,C,Promotional Item,0,3,0,692,0,0,1,0,0,1,0,0,0,35.5,49,0,0,1,0,21,0,189,1,2.2222,2,1,train
1081,2024-05-02,Salted Fries,Share-A-Plate,Budget,A,Dynamic Pricing Target,0,3,0,692,0,0,1,0,0,1,0,0,0,35.5,49,0,0,1,0,20,0,149,1,4.4444,0,2,train
1082,2024-05-02,WAO Juice (Watermelon Apple Orange),Cold Press Juices,Mid-range,B,Promotional Item,0,3,0,509,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,5,1,270,1,60.0,2,1,train
1083,2024-05-02,BGCLS Juice,Cold Press Juices,Mid-range,C,Promotional Item,0,3,0,509,0,1,0,0,0,1,0,0,0,35.5,49,0,1,0,0,5,1,280,1,33.3333,2,1,train
1084,2024-05-03,Classic BLT,Sandwiches Burgers Wraps,Mid-range,B,Promotional Item,0,4,0,949,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,19,1,249,0,46.6667,2,1,train
1085,2024-05-03,Eggs To Order Plain,Classic Eggs,Budget,B,Promotional Item,0,4,0,949,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,2,0,135,1,5.5556,2,1,train
1086,2024-05-03,Butter Croissant,Bakery,Budget,C,Promotional Item,0,4,0,621,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,0,0,120,1,6.6667,2,1,train
1087,2024-05-03,Chole Puri,Wholesome Breakfast,Budget,C,Promotional Item,0,4,0,621,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,23,0,125,1,16.6667,2,1,train
1088,2024-05-03,Green Tea,Hot Beverages,Budget,C,Review Item,0,4,0,654,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,9,0,150,1,0.0,3,1,train
1089,2024-05-03,Mix Berry Smoothie Bowl,Wholesome Breakfast,Mid-range,A,Dynamic Pricing Target,0,4,0,654,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,23,1,380,1,16.6667,0,1,train
1090,2024-05-03,Peach Iced Tea,Cold Beverages,Budget,C,Promotional Item,0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,3,0,140,1,60.0,2,2,train
1091,2024-05-03,Volcanic Potatoes,Share-A-Plate,Budget,A,Premium Lock,0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,0,199,1,1.3333,1,2,train
1092,2024-05-03,Iced Café Latte,Cold Brews,Budget,A,Dynamic Pricing Target,0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,4,0,160,1,86.6667,0,2,train
1093,2024-05-03,Jalapeno Cheese Corn Balls,Share-A-Plate,Mid-range,A,Dynamic Pricing Target,0,4,0,990,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,1,240,1,2.381,0,1,train
1094,2024-05-03,Chicken Cream & Cheddar Soup,Soup,Mid-range,B,Promotional Item,0,4,0,1203,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,21,1,229,0,4.4444,2,1,train
1095,2024-05-03,Fresh Fruit Tart,Dessert,Mid-range,B,Promotional Item,0,4,0,600,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,6,1,225,1,60.0,2,2,train
1096,2024-05-03,Classic Waffle,Pancakes & Waffwich,Mid-range,B,Promotional Item,0,4,0,600,0,1,0,0,0,1,0,0,0,37.6,67,0,1,0,0,14,1,279,1,3.3333,2,1,train
1097,2024-05-03,Chicken Puff,Bakery,Budget,C,Promotional Item,0,4,0,696,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,0,0,100,0,6.6667,2,1,train
1098,2024-05-03,Grilled Cheese Sandwich,Sandwiches Burgers Wraps,Budget,A,Dynamic Pricing Target,0,4,0,779,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,19,0,199,1,10.0,0,1,train
1099,2024-05-03,Filled Coffee Donut,Bakery,Budget,C,Review Item,0,4,0,959,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,0,0,95,1,1.6667,3,1,train
1100,2024-05-03,Californian Fries,Share-A-Plate,Mid-range,A,Dynamic Pricing Target,0,4,0,959,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,20,1,215,1,10.0,0,1,train
1101,2024-05-03,Virgin Mojito,Mocktails,Budget,A,Dynamic Pricing Target,0,4,0,842,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,13,0,140,1,5.4167,0,1,train
1102,2024-05-03,Loaded Nachos,Share-A-Plate,Mid-range,A,Premium Lock,0,4,0,842,0,0,1,0,0,1,0,0,0,37.6,67,1,0,0,0,20,1,210,1,1.1905,1,1,train
1103,2024-05-03,Espresso,Hot Brews,Budget,A,Premium Lock,0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,10,0,110,1,1.0256,1,1,train
1104,2024-05-03,Oreo Shake,Premium Shakes,Mid-range,A,Dynamic Pricing Target,0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,17,1,240,1,8.3333,0,1,train
1105,2024-05-03,Espresso Frappe,Frappe,Budget,B,Promotional Item,0,4,0,1028,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,8,0,180,1,4.4444,2,1,train
1106,2024-05-03,Kiwi Mojito,Mocktails,Budget,C,Promotional Item,0,4,0,1023,0,0,0,1,0,1,0,0,0,37.6,67,1,0,0,0,13,0,140,1,15.0,2,2,train
1107,2024-05-03,Spicy Chicken Salad,Salad Bowls,Mid-range,A,Dynamic Pricing Target,0,4,0,859,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,18,1,255,0,73.3333,0,1,train
1108,2024-05-03,Grilled Chicken Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,4,0,859,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,19,1,220,0,21.6667,0,1,train
1109,2024-05-03,Iced Café Latte,Cold Brews,Budget,A,Dynamic Pricing Target,0,4,0,773,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,4,0,160,1,86.6667,0,1,train
1110,2024-05-03,Classic BLT,Sandwiches Burgers Wraps,Mid-range,B,Promotional Item,0,4,0,773,0,0,1,0,0,1,0,0,0,37.6,67,0,0,1,0,19,1,249,0,46.6667,2,1,train
1111,2024-05-03,Salted Fries,Share-A-Plate,Budget,A,Dynamic Pricing Target,0,4,0,1103,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,20,0,149,1,4.4444,0,1,train
1112,2024-05-03,Hazelnut Frappe,Frappe,Budget,B,Promotional Item,0,4,0,1103,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,8,0,190,1,5.5556,2,1,train
1113,2024-05-03,Hazelnut Hot Chocolate,Hot Chocolate,Budget,A,Premium Lock,0,4,0,1007,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,11,0,160,1,1.7949,1,1,train
1114,2024-05-03,Virgin Pina Colada,Mocktails,Mid-range,A,Premium Lock,0,4,0,1049,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,13,1,200,1,1.6667,1,1,train
1115,2024-05-03,Fish Fillet Burger,Sandwiches Burgers Wraps,Mid-range,A,Dynamic Pricing Target,0,4,0,1049,0,0,0,1,0,1,0,0,0,37.6,67,0,0,1,0,19,1,350,0,13.3333,0,1,train
1116,2024-05-03,Caesar Salad,Salad Bowls,Budget,B,Promotional Item,0,4,0,1212,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,18,0,189,1,13.3333,2,1,train
1117,2024-05-03,Ferrero Rocher Shake,Premium Shakes,Mid-range,A,Dynamic Pricing Target,0,4,0,1212,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,17,1,350,1,46.6667,0,1,train
1118,2024-05-03,Honey Chili Lotus Stem,Share-A-Plate,Mid-range,A,Premium Lock,0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,20,1,220,1,1.1111,1,1,train
1119,2024-05-03,Set Cheesecake,Dessert,Mid-range,C,Promotional Item,0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,6,1,315,1,6.6667,2,1,train
1120,2024-05-03,Chef's Special Pot Rice,Blended Full Meals,Premium,A,Dynamic Pricing Target,0,4,0,1197,0,0,0,0,1,1,0,0,0,37.6,67,0,0,1,0,1,2,499,0,13.3333,0,2,train
1121,2024-05-03,Virgin Mojito,Mocktails,Budget,A,Dynamic Pricing Target,0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,0,0,1,13,0,140,1,5.4167,0,1,train
1122,2024-05-03,Salted Fries,Share-A-Plate,Budget,A,Dynamic Pricing Target,0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,0,0,1,20,0,149,1,4.4444,0,1,train
1123,2024-05-03,Affogato,Hot Brews,Budget,A,Dynamic Pricing Target,0,4,0,1242,0,0,0,0,1,1,0,0,0,37.6,67,0,1,0,0,10,0,170,1,3.3333,0,1,train
1124,2024-05-03,Cappuccino,Hot Brews,Budget,A,Premium Lock,0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,10,0,160,1,0.3333,1,2,train
1125,2024-05-03,Classic Eggs Benedict,Wholesome Breakfast,Mid-range,B,Promotional Item,0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,23,1,280,0,13.3333,2,1,train
1126,2024-05-03,Salted Caramel Mocha,Hot Brews,Mid-range,A,Dynamic Pricing Target,0,4,0,588,0,1,0,0,0,1,0,0,0,37.6,67,0,0,1,0,10,1,200,1,10.0,0,1,train
1127,2024-05-03,Chai,Hot Beverages,Budget,B,Promotional Item,0,4,0,1046,0,0,0,1,0,1,0,0,0,37.6,67,0,1,0,0,9,0,100,1,7.2222,2,1,train
